1,3,imdb
Roger Bart,Roger Bannister,tt0327162
David Marshall Grant,Jerry Harmon,tt0327162
Jon Lovitz,Dave Markowitz,tt0327162
Dylan Hartigan,Pete Kresby,tt0327162
Fallon Brooking,Kimberly Kresby,tt0327162
Sarah Polley,Ana,tt0363547
Ving Rhames,Kenneth,tt0363547
Jake Weber,Michael,tt0363547
Mekhi Phifer,Andre,tt0363547
Ty Burrell,Steve,tt0363547
Michael Kelly,CJ,tt0363547
Kevin Zegers,Terry,tt0363547
Michael Barry,Bart,tt0363547
Lindy Booth,Nicole,tt0363547
Jayne Eastwood,Norma,tt0363547
Leigh Whannell,Adam Faulkner-Stanheight,tt0387564
Cary Elwes,Dr. Lawrence Gordon,tt0387564
Danny Glover,Detective David Tapp,tt0387564
Ken Leung,Detective Steven Sing,tt0387564
Dina Meyer,Kerry,tt0387564
Mike Butters,Paul,tt0387564
Paul Gutrecht,Mark,tt0387564
Michael Emerson,Zep Hindle,tt0387564
Benito Martinez,Brett,tt0387564
Shawnee Smith,Amanda,tt0387564
G.W. Bailey,"Rusty, the Dog (voice)",tt0299172
Roseanne Barr,Maggie (voice),tt0299172
Bobby Block,Piggy (voice),tt0299172
Steve Buscemi,Wesley (voice),tt0299172
Carole Cook,Pearl Gesner (voice),tt0299172
Charlie Dell,"Ollie, the Pig (voice)",tt0299172
Judi Dench,Mrs. Caloway (voice),tt0299172
Charles Dennis,Rico (voice),tt0299172
Marshall Efron,"Larry, the Duck (voice)",tt0299172
Joe Flaherty,"Jeb, the Goat (voice)",tt0299172
Viggo Mortensen,Frank Hopkins,tt0317648
Zuleikha Robinson,Jazira,tt0317648
Omar Sharif,Sheikh Riyadh,tt0317648
Louise Lombard,Lady Anne Davenport,tt0317648
Adam Alexi-Malle,Aziz,tt0317648
Saïd Taghmaoui,Prince Bin Al Reeh,tt0317648
Silas Carson,Katib,tt0317648
Harsh Nayyar,Yusef,tt0317648
J.K. Simmons,Buffalo Bill Cody,tt0317648
Adoni Maropis,Sakr,tt0317648
Paul Giamatti,Miles,tt0375063
Thomas Haden Church,Jack,tt0375063
Virginia Madsen,Maya,tt0375063
Sandra Oh,Stephanie,tt0375063
Marylouise Burke,Miles's Mother,tt0375063
Jessica Hecht,Victoria,tt0375063
Missy Doty,Cammi,tt0375063
M.C. Gainey,Cammi's Husband,tt0375063
Alysia Reiner,Christine Erganian,tt0375063
Shake Tukhmanyan,Mrs. Erganian (as Shaké Toukhmanian),tt0375063
Shawn Wayans,Kevin Copeland,tt0381707
Marlon Wayans,Marcus Copeland,tt0381707
Jaime King,Heather Vandergeld,tt0381707
Frankie Faison,Chief Elliott Gordon,tt0381707
Lochlyn Munro,Agent Jake Harper,tt0381707
John Heard,Warren Vandergeld,tt0381707
Busy Philipps,Karen,tt0381707
Terry Crews,Latrell Spencer,tt0381707
Brittany Daniel,Megan Vandergeld,tt0381707
Eddie Velez,Agent Vincent Gomez,tt0381707
Natalie Portman,Alice,tt0376541
Jude Law,Dan,tt0376541
Julia Roberts,Anna,tt0376541
Clive Owen,Larry,tt0376541
Nick Hobbs,Taxi Driver,tt0376541
Colin Stinton,Customs Officer,tt0376541
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,tt0376541
Steve Benham,Car driver (uncredited),tt0376541
Elizabeth Bower,Chatty Exhibition Guest (uncredited),tt0376541
Rene Costa,Club Gangster (uncredited),tt0376541
Tim Ivey,Rower,tt0332280
Gena Rowlands,Allie Calhoun,tt0332280
Starletta DuPois,Nurse Esther,tt0332280
James Garner,Duke,tt0332280
Anthony-Michael Q. Thomas,Nurse Keith,tt0332280
Ed Grady,Harry,tt0332280
Renée Amber,Nurse at Counter,tt0332280
Jennifer Echols,Nurse Selma,tt0332280
Geoffrey Knight,Barker,tt0332280
Kevin Connolly,Fin,tt0332280
Vin Diesel,Riddick,tt0296572
Colm Feore,Lord Marshal,tt0296572
Thandie Newton,Dame Vaako,tt0296572
Judi Dench,Aereon,tt0296572
Karl Urban,Vaako,tt0296572
Alexa Davalos,Kyra,tt0296572
Linus Roache,Purifier,tt0296572
Yorick van Wageningen,The Guv,tt0296572
Nick Chinlund,Toombs,tt0296572
Keith David,Imam,tt0296572
Johnny Depp,Sir James Matthew Barrie,tt0308644
Kate Winslet,Sylvia Llewelyn Davies,tt0308644
Julie Christie,Mrs. Emma du Maurier,tt0308644
Radha Mitchell,Mary Ansell Barrie,tt0308644
Dustin Hoffman,Charles Frohman,tt0308644
Freddie Highmore,Peter Llewelyn Davies,tt0308644
Joe Prospero,Jack Llewelyn Davies,tt0308644
Nick Roud,George Llewelyn Davies,tt0308644
Luke Spill,Michael Llewelyn Davies,tt0308644
Ian Hart,Sir Arthur Conan Doyle,tt0308644
Julianne Moore,Telly,tt0356618
Christopher Kovaleski,Sam,tt0356618
Matthew Pleszewicz,Sam at 5,tt0356618
Anthony Edwards,Jim,tt0356618
Jessica Hecht,Eliot,tt0356618
Linus Roache,A Friendly Man,tt0356618
Gary Sinise,Dr. Jack Munce,tt0356618
Dominic West,Ash,tt0356618
Katie Cooper,Library Clerk,tt0356618
Scott Nicholson,Cop,tt0356618
Jamie Foxx,Ray Charles,tt0350258
Kerry Washington,Della Bea Robinson,tt0350258
Regina King,Margie Hendricks,tt0350258
Clifton Powell,Jeff Brown,tt0350258
Harry Lennix,Joe Adams,tt0350258
Bokeem Woodbine,Fathead Newman,tt0350258
Aunjanue Ellis,Mary Ann Fisher,tt0350258
Sharon Warren,Aretha Robinson,tt0350258
C.J. Sanders,Young Ray Robinson,tt0350258
Curtis Armstrong,Ahmet Ertegun,tt0350258
Wesley Snipes,Blade,tt0359013
Kris Kristofferson,Whistler,tt0359013
Dominic Purcell,Drake,tt0359013
Jessica Biel,Abigail Whistler,tt0359013
Ryan Reynolds,Hannibal King,tt0359013
Parker Posey,Danica Talos,tt0359013
Mark Berry,Chief Martin Vreede,tt0359013
John Michael Higgins,Dr. Edgar Vance,tt0359013
Callum Keith Rennie,Asher Talos,tt0359013
Paul Levesque,Jarko Grimwood (as Triple H),tt0359013
Lindsay Lohan,Cady Heron,tt0377092
Rachel McAdams,Regina George (as Rachel Mcadams),tt0377092
Tina Fey,Ms. Norbury,tt0377092
Tim Meadows,Mr. Duvall,tt0377092
Amy Poehler,Mrs. George,tt0377092
Ana Gasteyer,Cady's Mom,tt0377092
Lacey Chabert,Gretchen Wieners,tt0377092
Lizzy Caplan,Janis Ian,tt0377092
Daniel Franzese,Damian,tt0377092
Neil Flynn,Cady's Dad,tt0377092
Milla Jovovich,Alice,tt0318627
Sienna Guillory,Jill Valentine,tt0318627
Oded Fehr,Carlos Olivera,tt0318627
Thomas Kretschmann,Major Cain,tt0318627
Sophie Vavasseur,Angie Ashford,tt0318627
Razaaq Adoti,Sgt. Peyton Wells (as Raz Adoti),tt0318627
Jared Harris,Dr. Ashford,tt0318627
Mike Epps,L.J.,tt0318627
Sandrine Holt,Terri Morales,tt0318627
Matthew G. Taylor,Nemesis,tt0318627
Denzel Washington,John W. Creasy,tt0328107
Dakota Fanning,Lupita Ramos,tt0328107
Radha Mitchell,Lisa Ramos,tt0328107
Christopher Walken,Paul Rayburn,tt0328107
Marc Anthony,Samuel Ramos,tt0328107
Giancarlo Giannini,Miguel Manzano,tt0328107
Mickey Rourke,Jordan Kalfus,tt0328107
Rachel Ticotin,Mariana Garcia Guerrero,tt0328107
Roberto Sosa,Daniel Sanchez,tt0328107
Jesús Ochoa,Victor Fuentes,tt0328107
Anne Hathaway,Mia Thermopolis,tt0368933
Julie Andrews,Queen Clarisse Renaldi,tt0368933
Hector Elizondo,Joe,tt0368933
John Rhys-Davies,Viscount Mabrey,tt0368933
Heather Matarazzo,Lilly Moscovitz,tt0368933
Chris Pine,Nicholas Devereaux,tt0368933
Callum Blue,Andrew Jacoby,tt0368933
Kathleen Marshall,Charlotte Kutaway,tt0368933
Tom Poston,Lord Palimore,tt0368933
Joel McCrary,Prime Minister Motaz,tt0368933
Tom Kenny,SpongeBob / Narrator / Gary / Clay / Tough Fish #2 / Twin #2 / Houston Voice (voice),tt0345950
Clancy Brown,Mr. Krabs (voice),tt0345950
Rodger Bumpass,Squidward / Fish #4 (voice),tt0345950
Bill Fagerbakke,Patrick Star / Fish #2 / Chum Customer / Local Fish (voice),tt0345950
Mr. Lawrence,"Plankton / Fish #7 / Attendant #2, Lloyd (voice)",tt0345950
Jill Talley,Karen / Old Lady (voice),tt0345950
Carolyn Lawrence,Sandy (voice),tt0345950
Mary Jo Catlett,Mrs. Puff (voice),tt0345950
Jeffrey Tambor,King Neptune (voice),tt0345950
Scarlett Johansson,Mindy (voice),tt0345950
Vivica A. Fox,Vernita Green,tt0378194
Ambrosia Kelley,Nikki (as Ambrosia Kelly),tt0378194
Michael Parks,Earl McGraw / Esteban Vihaio,tt0378194
James Parks,Edgar McGraw,tt0378194
Jonathan Loughran,Trucker,tt0378194
Michael Bowen,Buck,tt0378194
Kenji Ohba,Bald Guy (as Kenji Oba),tt0378194
Yoshiyuki Morishita,Tokyo Businessman (as Yoshijuki Morishita),tt0378194
Jun Kunimura,Boss Tanaka,tt0378194
Goro Daimon,Boss Honda,tt0378194
Gerard Butler,The Phantom,tt0293508
Emmy Rossum,Christine,tt0293508
Patrick Wilson,Raoul,tt0293508
Miranda Richardson,Madame Giry,tt0293508
Minnie Driver,Carlotta,tt0293508
Ciarán Hinds,Firmin,tt0293508
Simon Callow,Andre,tt0293508
Victor McGuire,Piangi,tt0293508
Jennifer Ellison,Meg Giry,tt0293508
Murray Melvin,Reyer,tt0293508
Anthony Hopkins,Old Ptolemy,tt0346491
David Bedella,Scribe,tt0346491
Jessie Kamm,Child Alexander,tt0346491
Angelina Jolie,Olympias,tt0346491
Val Kilmer,Philip,tt0346491
Fiona O'Shaughnessy,Nurse,tt0346491
Connor Paolo,Young Alexander,tt0346491
Patrick Carroll,Young Hephaistion,tt0346491
Brian Blessed,Wrestling Trainer,tt0346491
Peter Williamson,Young Nearchus,tt0346491
Vince Vaughn,Peter La Fleur,tt0364725
Christine Taylor,Kate Veatch,tt0364725
Ben Stiller,White Goodman,tt0364725
Rip Torn,Patches O'Houlihan,tt0364725
Justin Long,Justin,tt0364725
Stephen Root,Gordon,tt0364725
Joel David Moore,Owen,tt0364725
Chris Williams,Dwight,tt0364725
Alan Tudyk,Steve the Pirate,tt0364725
Missi Pyle,Fran,tt0364725
Richard Gere,John Clark,tt0358135
Jennifer Lopez,Paulina,tt0358135
Susan Sarandon,Beverly Clark,tt0358135
Lisa Ann Walter,Bobbie,tt0358135
Stanley Tucci,Link,tt0358135
Anita Gillette,Miss Mitzi,tt0358135
Bobby Cannavale,Chic,tt0358135
Omar Benson Miller,Vern (as Omar Miller),tt0358135
Tamara Hope,Jenna Clark,tt0358135
Stark Sands,Evan Clark,tt0358135
Ben Stiller,Reuben Feffer,tt0343135
Jennifer Aniston,Polly Prince,tt0343135
Philip Seymour Hoffman,Sandy Lyle,tt0343135
Debra Messing,Lisa Kramer,tt0343135
Alec Baldwin,Stan Indursky,tt0343135
Hank Azaria,Claude,tt0343135
Bryan Brown,Leland Van Lew,tt0343135
Jsu Garcia,Javier,tt0343135
Michele Lee,Vivian Feffer,tt0343135
Bob Dishy,Irving Feffer,tt0343135
Billy Brown,Pvt. Ottis Brick,tt0367093
Richard Burgi,Capt. V.J. Dax,tt0367093
Kelly Carlson,Pvt. Charlie Soda,tt0367093
Cy Carter,Pvt. Billie Otter,tt0367093
Sandrine Holt,Pvt. Jill Sandee,tt0367093
Ed Lauter,Gen. Jack Gordon Shepherd,tt0367093
J.P. Manoux,TSgt. Ari Peck,tt0367093
Lawrence Monoson,Lt. Pavlov Dill,tt0367093
Colleen Porch,Pvt. Lei Sahara,tt0367093
Drew Powell,Pvt. Kipper Tor,tt0367093
Freddie Prinze Jr.,Fred,tt0331632
Sarah Michelle Gellar,Daphne,tt0331632
Matthew Lillard,Shaggy,tt0331632
Linda Cardellini,Velma,tt0331632
Seth Green,Patrick Wisely,tt0331632
Peter Boyle,Old Man Wickles,tt0331632
Tim Blake Nelson,Jacobo,tt0331632
Alicia Silverstone,Heather,tt0331632
Neil Fanning,Scooby-Doo (voice),tt0331632
Pat O'Brien,Himself,tt0331632
Sarah Michelle Gellar,Karen,tt0391198
Jason Behr,Doug,tt0391198
William Mapother,Matthew,tt0391198
Clea DuVall,Jennifer,tt0391198
KaDee Strickland,Susan,tt0391198
Grace Zabriskie,Emma,tt0391198
Bill Pullman,Peter,tt0391198
Rosa Blasi,Maria,tt0391198
Ted Raimi,Alex,tt0391198
Ryo Ishibashi,Nakagawa,tt0391198
Adam Sandler,Henry Roth,tt0343660
Drew Barrymore,Lucy Whitmore,tt0343660
Rob Schneider,Ula,tt0343660
Sean Astin,Doug Whitmore,tt0343660
Lusia Strus,Alexa,tt0343660
Dan Aykroyd,Dr. Keats,tt0343660
Amy Hill,Sue,tt0343660
Allen Covert,Ten Second Tom,tt0343660
Blake Clark,Marlin Whitmore,tt0343660
Maya Rudolph,Stacy,tt0343660
Clive Owen,Arthur,tt0349683
Ioan Gruffudd,Lancelot,tt0349683
Mads Mikkelsen,Tristan,tt0349683
Joel Edgerton,Gawain,tt0349683
Hugh Dancy,Galahad,tt0349683
Ray Winstone,Bors,tt0349683
Ray Stevenson,Dagonet,tt0349683
Keira Knightley,Guinevere,tt0349683
Stephen Dillane,Merlin,tt0349683
Stellan Skarsgård,Cerdic,tt0349683
Leonardo DiCaprio,Howard Hughes,tt0338751
Cate Blanchett,Katharine Hepburn,tt0338751
Kate Beckinsale,Ava Gardner,tt0338751
John C. Reilly,Noah Dietrich,tt0338751
Alec Baldwin,Juan Trippe,tt0338751
Alan Alda,Senator Ralph Owen Brewster,tt0338751
Ian Holm,Professor Fitz,tt0338751
Danny Huston,Jack Frye,tt0338751
Gwen Stefani,Jean Harlow,tt0338751
Jude Law,Errol Flynn,tt0338751
Clint Eastwood,Frankie Dunn,tt0405159
Hilary Swank,Maggie Fitzgerald,tt0405159
Morgan Freeman,Eddie Scrap-Iron Dupris,tt0405159
Jay Baruchel,Danger Barch,tt0405159
Mike Colter,Big Willie Little,tt0405159
Lucia Rijker,Billie 'The Blue Bear',tt0405159
Brían F. O'Byrne,Father Horvak (as Brían O'Byrne),tt0405159
Anthony Mackie,Shawrelle Berry,tt0405159
Margo Martindale,Earline Fitzgerald,tt0405159
Riki Lindhome,Mardell Fitzgerald,tt0405159
Tom Cruise,Vincent,tt0369339
Jamie Foxx,Max,tt0369339
Jada Pinkett Smith,Annie,tt0369339
Mark Ruffalo,Fanning,tt0369339
Peter Berg,Richard Weidner,tt0369339
Bruce McGill,Pedrosa,tt0369339
Irma P. Hall,Ida,tt0369339
Barry Shabaka Henley,Daniel,tt0369339
Richard T. Jones,Traffic Cop #1,tt0369339
Klea Scott,Fed #1,tt0369339
Tom Hanks,Viktor Navorski,tt0362227
Catherine Zeta-Jones,Amelia Warren,tt0362227
Stanley Tucci,Frank Dixon,tt0362227
Chi McBride,Mulroy,tt0362227
Diego Luna,Enrique Cruz,tt0362227
Barry Shabaka Henley,Thurman,tt0362227
Kumar Pallana,Gupta Rajan,tt0362227
Zoe Saldana,Dolores Torres (as Zoë Saldana),tt0362227
Eddie Jones,Salchak,tt0362227
Jude Ciccolella,Karl Iverson,tt0362227
Bryce Dallas Howard,Ivy Walker,tt0368447
Joaquin Phoenix,Lucius Hunt,tt0368447
Adrien Brody,Noah Percy,tt0368447
William Hurt,Edward Walker,tt0368447
Sigourney Weaver,Alice Hunt,tt0368447
Brendan Gleeson,August Nicholson,tt0368447
Cherry Jones,Mrs. Clack,tt0368447
Celia Weston,Vivian Percy,tt0368447
John Christopher Jones,Robert Percy,tt0368447
Frank Collison,Victor,tt0368447
Renée Zellweger,Bridget Jones,tt0317198
Gemma Jones,Mum,tt0317198
Jim Broadbent,Dad,tt0317198
James Faulkner,Uncle Geoffrey,tt0317198
Celia Imrie,Una Alconbury,tt0317198
Dominic McHale,Bernard,tt0317198
Colin Firth,Mark Darcy,tt0317198
Donald Douglas,Admiral Darcy,tt0317198
Shirley Dixon,Mrs. Darcy,tt0317198
Neil Pearson,Richard Finch,tt0317198
Tom Hanks,Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus,tt0338348
Leslie Zemeckis,Sister Sarah / Mother,tt0338348
Eddie Deezen,Know-It-All,tt0338348
Nona Gaye,Hero Girl (voice),tt0338348
Peter Scolari,Billy - Lonely Boy,tt0338348
Brendan King,Pastry Chef,tt0338348
Andy Pellick,Pastry Chef,tt0338348
Josh Eli,Waiter,tt0338348
Mark Mendonca,Waiter,tt0338348
Rolondas Hendricks,Waiter (as Rolandas Hendricks),tt0338348
Matt Damon,Jason Bourne,tt0372183
Franka Potente,Marie,tt0372183
Brian Cox,Ward Abbott,tt0372183
Julia Stiles,Nicky,tt0372183
Karl Urban,Kirill,tt0372183
Gabriel Mann,Danny Zorn,tt0372183
Joan Allen,Pamela Landy,tt0372183
Marton Csokas,Jarda,tt0372183
Tom Gallop,Tom Cronin,tt0372183
John Bedford Lloyd,Teddy,tt0372183
Hugh Jackman,Van Helsing,tt0338526
Kate Beckinsale,Anna Valerious,tt0338526
Richard Roxburgh,Count Vladislaus Dracula,tt0338526
David Wenham,Carl,tt0338526
Shuler Hensley,Frankenstein's Monster,tt0338526
Elena Anaya,Aleera,tt0338526
Will Kemp,Velkan,tt0338526
Kevin J. O'Connor,Igor,tt0338526
Alun Armstrong,Cardinal Jinette,tt0338526
Silvia Colloca,Verona,tt0338526
Will Smith,Del Spooner,tt0343818
Bridget Moynahan,Susan Calvin,tt0343818
Alan Tudyk,Sonny,tt0343818
James Cromwell,Dr. Alfred Lanning,tt0343818
Bruce Greenwood,Lawrence Robertson,tt0343818
Adrian Ricard,Granny (as Adrian L. Ricard),tt0343818
Chi McBride,Lt. John Bergin,tt0343818
Jerry Wasserman,Baldez,tt0343818
Fiona Hogan,V.I.K.I.,tt0343818
Peter Shinkoda,Chin,tt0343818
Nicolas Cage,Benjamin Franklin Gates,tt0368891
Diane Kruger,Abigail Chase,tt0368891
Justin Bartha,Riley Poole,tt0368891
Sean Bean,Ian Howe,tt0368891
Jon Voight,Patrick Gates,tt0368891
Harvey Keitel,Sadusky,tt0368891
Christopher Plummer,John Adams Gates,tt0368891
David Dayan Fisher,Shaw,tt0368891
Stewart Finlay-McLennan,Powell,tt0368891
Oleg Taktarov,Shippen,tt0368891
Will Smith,Oscar (voice),tt0307453
Robert De Niro,Don Lino (voice),tt0307453
Renée Zellweger,Angie (voice),tt0307453
Jack Black,Lenny (voice),tt0307453
Angelina Jolie,Lola (voice),tt0307453
Martin Scorsese,Sykes (voice),tt0307453
Ziggy Marley,Ernie (voice),tt0307453
Doug E. Doug,Bernie (voice),tt0307453
Michael Imperioli,Frankie (voice),tt0307453
Vincent Pastore,Luca (voice),tt0307453
Julian Glover,Triopas,tt0332452
Brian Cox,Agamemnon,tt0332452
Nathan Jones,Boagrius,tt0332452
Adoni Maropis,Agamemnon's Officer,tt0332452
Jacob Smith,Messenger Boy,tt0332452
Brad Pitt,Achilles,tt0332452
John Shrapnel,Nestor,tt0332452
Brendan Gleeson,Menelaus,tt0332452
Diane Kruger,Helen,tt0332452
Eric Bana,Hector,tt0332452
Robert De Niro,Jack Byrnes,tt0290002
Ben Stiller,Greg Focker,tt0290002
Dustin Hoffman,Bernie Focker,tt0290002
Barbra Streisand,Rozalin Focker,tt0290002
Blythe Danner,Dina Byrnes,tt0290002
Teri Polo,Pam Byrnes,tt0290002
Owen Wilson,Kevin Rawley,tt0290002
Spencer Pickren,Little Jack,tt0290002
Bradley Pickren,Little Jack,tt0290002
Alanna Ubach,Isabel Villalobos,tt0290002
Dennis Quaid,Jack Hall,tt0319262
Jake Gyllenhaal,Sam Hall,tt0319262
Emmy Rossum,Laura Chapman,tt0319262
Dash Mihok,Jason Evans,tt0319262
Jay O. Sanders,Frank Harris,tt0319262
Sela Ward,Dr. Lucy Hall,tt0319262
Austin Nichols,J.D.,tt0319262
Arjay Smith,Brian Parks,tt0319262
Tamlyn Tomita,Janet Tokada,tt0319262
Sasha Roiz,Parker,tt0319262
Jim Caviezel,Jesus,tt0335345
Maia Morgenstern,Mary,tt0335345
Christo Jivkov,John (as Hristo Jivkov),tt0335345
Francesco De Vito,Peter,tt0335345
Monica Bellucci,Magdalen,tt0335345
Mattia Sbragia,Caiphas,tt0335345
Toni Bertorelli,Annas,tt0335345
Luca Lionello,Judas,tt0335345
Hristo Shopov,Pontius Pilate (as Hristo Naumov Shopov),tt0335345
Claudia Gerini,Claudia Procles,tt0335345
Craig T. Nelson,Bob Parr / Mr. Incredible (voice),tt0317705
Holly Hunter,Helen Parr / Elastigirl (voice),tt0317705
Samuel L. Jackson,Lucius Best / Frozone (voice),tt0317705
Jason Lee,Buddy Pine / Syndrome (voice),tt0317705
Dominique Louis,Bomb Voyage (voice),tt0317705
Teddy Newton,Newsreel Narrator (voice),tt0317705
Jean Sincere,Mrs. Hogenson (voice),tt0317705
Eli Fucile,Jack-Jack Parr (voice),tt0317705
Maeve Andrews,Jack-Jack Parr (voice),tt0317705
Wallace Shawn,Gilbert Huph (voice),tt0317705
Tobey Maguire,Spider-Man / Peter Parker,tt0316654
Kirsten Dunst,Mary Jane Watson,tt0316654
James Franco,Harry Osborn,tt0316654
Alfred Molina,Doc Ock / Dr. Otto Octavius,tt0316654
Rosemary Harris,May Parker,tt0316654
J.K. Simmons,J. Jonah Jameson,tt0316654
Donna Murphy,Rosalie Octavius,tt0316654
Daniel Gillies,John Jameson,tt0316654
Dylan Baker,Dr. Curt Connors,tt0316654
Bill Nunn,Joseph 'Robbie' Robertson,tt0316654
Daniel Radcliffe,Harry Potter,tt0304141
Richard Griffiths,Uncle Vernon,tt0304141
Pam Ferris,Aunt Marge,tt0304141
Fiona Shaw,Aunt Petunia,tt0304141
Harry Melling,Dudley Dursley,tt0304141
Adrian Rawlins,James Potter,tt0304141
Geraldine Somerville,Lily Potter,tt0304141
Lee Ingleby,Stan Shunpike,tt0304141
Lenny Henry,Shrunken Head,tt0304141
Jimmy Gardner,Ernie the Bus Driver,tt0304141
Mike Myers,Shrek (voice),tt0298148
Eddie Murphy,Donkey (voice),tt0298148
Cameron Diaz,Princess Fiona (voice),tt0298148
Julie Andrews,Queen (voice),tt0298148
Antonio Banderas,Puss In Boots (voice),tt0298148
John Cleese,King (voice),tt0298148
Rupert Everett,Prince Charming (voice),tt0298148
Jennifer Saunders,Fairy Godmother (voice),tt0298148
Aron Warner,Wolf (voice),tt0298148
Kelly Asbury,Page / Elf / Nobleman / Nobleman's Son (voice),tt0298148
John Travolta,Hardy,tt0264395
Connie Nielsen,Osborne,tt0264395
Samuel L. Jackson,West,tt0264395
Tim Daly,Styles,tt0264395
Giovanni Ribisi,Kendall,tt0264395
Brian Van Holt,Dunbar,tt0264395
Taye Diggs,Pike,tt0264395
Dash Mihok,Mueller,tt0264395
Cristián de la Fuente,Castro,tt0264395
Roselyn Sanchez,Nunez,tt0264395
Paul Walker,Chris Johnston,tt0300556
Frances O'Connor,Kate Ericson,tt0300556
Gerard Butler,Andre Marek,tt0300556
Billy Connolly,Professor Johnston,tt0300556
David Thewlis,Robert Doniger,tt0300556
Anna Friel,Lady Claire,tt0300556
Neal McDonough,Frank Gordon,tt0300556
Matt Craven,Steven Kramer,tt0300556
Ethan Embry,Josh Stern,tt0300556
Michael Sheen,Lord Oliver,tt0300556
Vin Diesel,Sean Vetter,tt0266465
Larenz Tate,Demetrius Hicks,tt0266465
Timothy Olyphant,Hollywood Jack,tt0266465
Geno Silva,Memo Lucero,tt0266465
Jacqueline Obradors,Stacy Vetter,tt0266465
Steve Eastin,Ty Frost,tt0266465
Juan Fernández,Mateo Santos,tt0266465
Jeff Kober,Pomona Joe,tt0266465
Marco Rodríguez,Hondo (as Marco Rodriguez),tt0266465
Mike Moroff,Gustavo Leon,tt0266465
Brittany Murphy,Molly,tt0263757
Dakota Fanning,Ray,tt0263757
Marley Shelton,Ingrid,tt0263757
Donald Faison,Huey,tt0263757
Jesse Spencer,Neal,tt0263757
Austin Pendleton,Mr. McConkey,tt0263757
Heather Locklear,Roma Schleine,tt0263757
Will Toale,Briefs Model,tt0263757
Marceline Hugot,Nurse,tt0263757
Pell James,Julie,tt0263757
Christopher Johnson,Man,tt0407831
Christian Malmin,Hand,tt0407831
Tommy Lee Jones,L.T. Bonham,tt0269347
Benicio Del Toro,Aaron Hallam,tt0269347
Connie Nielsen,Abby Durrell,tt0269347
Leslie Stefanson,Irene Kravitz,tt0269347
John Finn,Ted Chenoweth,tt0269347
José Zúñiga,Bobby Moret (as Jose Zuniga),tt0269347
Ron Canada,Harry Van Zandt,tt0269347
Mark Pellegrino,Dale Hewitt,tt0269347
Jenna Boyd,Loretta Kravitz,tt0269347
Aaron DeCone,Stokes (as Aaron Brounstein),tt0269347
Chaney Kley,Kyle,tt0282209
Emma Caulfield Ford,Caitlin (as Emma Caulfield),tt0282209
Lee Cormie,Michael,tt0282209
Grant Piro,Larry,tt0282209
Sullivan Stapleton,Matt,tt0282209
